SHEET: Mentees list

Participation ballot #,Start date,End date,Duration,Program,Gender,Question 1: Do you Want to be Matched with Second Year Peer Mentor? <br><br>If the answer is yes you are in the right place.  If the answer is no then you can just say no and close this survey.,Question 6.1 (Female): Gender,Question 6.2 (Male): Gender,Question 6.3 (Other): Gender,Question 7.1 (Yes): Are you an international student?,Question 7.2 (No): Are you an international student?,Question 7.3 (I prefer not to answer): Are you an international student?,Question 8: What high school did you attend?,Question 10.1 (English): What languages do you speak?,Question 10.2 (French): What languages do you speak?,Question 10.3 (Other please specify.): What languages do you speak?,Question 10.3 (Other please specify. - Text entered): What languages do you speak?,Question 11.1 (English): What language would you prefer to speak with your mentor?,Question 11.2 (French): What language would you prefer to speak with your mentor?,Question 11.3 (Other please specify.): What language would you prefer to speak with your mentor?,Question 11.3 (Other please specify. - Text entered): What language would you prefer to speak with your mentor?,Question 12: Would you prefer being matched with someone of the same gender?,Question 13: Are you involved in any extra-curricular activities (clubs sports and/or volunteering)?,Question 13 (Text entered): Are you involved in any extra-curricular activities (clubs sports and/or volunteering)?,Question 14: Do you hope to get involved in any extra-curricular activities (clubs sports volunteering or certificates?) this semester at the College?,Question 14 (Text entered): Do you hope to get involved in any extra-curricular activities (clubs sports volunteering or certificates?) this semester at the College?,Question 15: Do you have any other hobbies or interests you would like to share?,Question 15 (Text entered): Do you have any other hobbies or interests you would like to share?,,
74,"July 23rd, 2023 19:36:44","July 23rd, 2023 19:46:38",0:09:54,700.A0 Arts and Sciences,M,0,1,0,,'Collège Jean-Eudes,1,1,0,,1,1,0,,1,2,1,"'Honours science, Grey matters, what’s your story, mood booster, sea cadets, marihacks, sign language club, MCSA",1,"'Grey matters, what’s your story, mood booster, sea cadets, marihacks, sign language club, MCSA, honours science",1,"'gardening, pet dart frogs, sailing, aquarium, video games",2,,
75,"July 24th, 2023 13:49:30","July 24th, 2023 13:52:15",0:02:45,400.AB Social Sc. - Commerce,F,1,0,0,,'Collège de L’Assomption,1,1,1,'Chinese,1,1,1,'Chinese,1,1,2,,2,,1,"'Piano, ski, music",2,,
76,"July 25th, 2023 16:54:14","July 25th, 2023 16:58:23",0:04:09,200.HH Honours Health Science,M,0,1,0,,'Collège Jean de Brebeuf,1,1,1,'Romanian,1,1,1,'Romanian,1,2,1,"'Volunteering at Notre Dame hospital, Toastmasters clb",1,"'Volunteering at Notre Dame hospital, Toastmasters clb",1,'Chess,2,,
77,"July 26th, 2023 10:13:35","July 26th, 2023 10:18:11",0:04:36,200.B1 Health Science,F,1,0,0,,'Collège Notre-Dame,1,1,0,,1,1,0,,2,2,1,'Figure skating,2,,2,,1,,
78,"July 26th, 2023 18:43:42","July 26th, 2023 18:46:29",0:02:47,200.B1 Health Science,M,0,1,0,,'College Regina Assumpta,1,1,1,'Greek,1,1,0,,1,2,1,'Volunteering,2,,1,'Hockey and Golf,2,,
79,"July 26th, 2023 19:46:41","July 26th, 2023 19:49:33",0:02:52,700.A0 Arts and Sciences,F,1,0,0,,'École secondaire Jacques-Rousseau,1,1,1,'Romanian,1,1,0,,1,2,2,,1,'Model UN and Environmental Certificate,1,"'Art (drawing, painting, digital drawing)",2,,
80,"July 27th, 2023 08:33:11","July 27th, 2023 08:36:08",0:02:57,"500.AE Arts, Literature and Communication",F,1,0,0,,'Greaves Adventist Academie,1,1,0,,1,0,0,,1,2,2,,2,,2,,2,,
81,"August 10th, 2023 12:00:25","August 10th, 2023 12:02:09",0:01:44,200.B2 Pure & Applied Science,M,0,1,0,,'CIMF,1,1,0,,1,1,0,,1,2,2,,2,,2,,1,,
82,"August 10th, 2023 12:01:06","August 10th, 2023 12:03:57",0:02:51,200.B1 Health Science,F,1,0,0,,'Divine Child High School,1,0,0,,1,0,0,,3,2,1,'Volunteering,2,,2,,2,,
83,"August 10th, 2023 12:06:57","August 10th, 2023 12:09:45",0:02:48,200.B1 Health Science,F,1,0,0,,'College Sainte-Anne,1,1,1,'Mandarin,1,1,0,,1,1,2,,1,'Chinese Hospital volunteering club,2,,2,,
84,"August 10th, 2023 12:06:00","August 10th, 2023 12:10:09",0:04:09,300.HS Honours Social Science,F,1,0,0,,'Howard’s S. Billings,1,1,0,,1,0,0,,2,2,1,"'MariMUN, book clubs, I organize fundraising events, and rugby",1,"'Gender and Sex/ualities certificate, Third World Studies Certificate, MariMUN (Model UN), unheard voices book club",1,"'I like true crime, journaling, hiking, cinema and I’m learning Spanish, reading, and I’m interested in history, policy, and international affairs",1,,
85,"August 10th, 2023 12:20:46","August 10th, 2023 12:24:12",0:03:26,200.HH Honours Health Science,M,0,1,0,,'Collège Jean-de-Brébeuf,1,1,1,'Mandarin,1,1,1,'Mandarin,2,2,1,'Math Club exec,1,'Math Club,1,'Violin,2,,
86,"August 10th, 2023 13:05:50","August 10th, 2023 13:09:06",0:03:16,200.B1 Health Science,F,1,0,0,,'Jean-de-Brébeuf College,1,1,1,'Mandarin,1,1,0,,2,2,1,"'Descendants of the Dragon, First Aid Club, Montreal Chinese Hospital",1,"'Dragonboat, First Aid, Montreal Chinese Hospital",2,,1,,
87,"August 10th, 2023 13:07:28","August 10th, 2023 13:16:46",0:09:18,400.HC Honours Commerce,F,1,0,0,,'Collège Jean-Eudes,1,1,1,'Chinese,1,1,0,,2,2,1,'Dragon boat,1,"'Tutoring, Clubs (descendant of the dragon, first aid team, what is your story?)",2,,1,,
88,"August 10th, 2023 13:34:10","August 10th, 2023 13:35:46",0:01:36,300.PS Social Sc. - Psychology,F,1,0,0,,'emmanuel christian school,1,1,1,'arabic,1,0,1,'arabic,3,2,1,'i have a podcast,1,'i’m not sure yet,1,"'pilates, pubic speaking",1,,
89,"August 10th, 2023 13:30:42","August 10th, 2023 13:36:51",0:06:09,400.HC Honours Commerce,M,0,1,0,,'Collège Jean-de-Brebeuf,1,1,1,'Chinese,1,0,0,,1,2,1,"'President of YEBC, CFO of MYLO, VP of Law Society, Co-Founder of Rubik’s Cube Club, Silver Key Ambassador, Peer Tutor.",1,"'President of YEBC, CFO of MYLO, VP of Law Society, Co-Founder of Rubik’s Cube Club, Silver Key Ambassador, Peer Tutor.",1,"'Law, finance, basketball, music.",2,,
90,"August 10th, 2023 13:46:25","August 10th, 2023 13:51:34",0:05:09,200.HH Honours Health Science,M,0,1,0,,'Laval Senior Academy,1,0,1,'Arabic,1,0,0,,1,2,1,'Volunteering,1,'Volunteering,2,,2,,
91,"August 10th, 2023 13:56:17","August 10th, 2023 14:02:07",0:05:50,200.HH Honours Health Science,F,1,0,0,,'Greaves Adventist Academy,1,1,1,"'Urdu, Punjabi, Hindi",1,0,1,"'Urdu, Punjabi, Hindi",3,1,1,'Hospital and mosque volunteering,1,"'Science Society, Muslim Student Association, Gray Matters",2,,1,,
92,"August 10th, 2023 14:10:23","August 10th, 2023 14:13:17",0:02:54,300.MF Social Sc. - Math & Finance,F,1,0,0,,'College Jean Eudes,1,1,0,,1,1,0,,2,2,2,,2,,2,,2,,
93,"August 10th, 2023 14:12:07","August 10th, 2023 14:22:40",0:10:33,700.A0 Arts and Sciences,F,1,0,0,,'Collège Sainte-Anne de Lachine,1,1,1,'Mandarin,1,1,1,'Mandarin,1,1,1,"'Robotics, skating, volunteering",1,"'Robotics, Honours Science/Social Science",1,"'Music, movies, video editing",1,,
94,"August 10th, 2023 14:31:12","August 10th, 2023 14:44:05",0:12:53,200.B1 Health Science,F,1,0,0,,'Jean de la mennais,1,1,1,'Chinese,1,1,0,,2,2,1,'Clubs and volunteering,1,'Clubs,1,"'Drawing, music",2,,
95,"August 10th, 2023 14:47:26","August 10th, 2023 14:50:38",0:03:12,200.HH Honours Health Science,F,1,0,0,,'Royal Vale High School,1,0,1,'Chinese (Mandarin),1,0,1,'Chinese (mandarin),2,1,1,"'First aid team, Marianopolis P2C Christian Fellowship, volunteer at Jewish general hospital (HELP), volunteer at the neuro",1,"'First aid team, Marianopolis P2C Christian Fellowship",1,'Music (voice and violin),2,,
96,"August 10th, 2023 14:48:08","August 10th, 2023 14:52:23",0:04:15,200.B1 Health Science,F,1,0,0,,'École secondaire saint luc,1,1,1,"'Mandarin, Cantonese",1,0,0,,1,1,1,"'First Aid Club, Mood Booster Club",1,"'Silver Key Club, Marianopolis Dragonboat Club, etc",2,,2,,
97,"August 10th, 2023 15:08:11","August 10th, 2023 15:10:18",0:02:07,200.HP Honours Pure & Applied Science,M,0,1,0,,'Jean de la Mennais,1,1,1,'Mandarin,1,0,1,'Mandarin,2,2,1,'MRT club execs,1,'MRT club execs,1,'Gym,1,,
98,"August 10th, 2023 15:16:45","August 10th, 2023 15:19:54",0:03:09,200.B1 Health Science,F,1,0,0,,'École secondaire Mont-Royal,1,1,1,'Mandarin,1,1,0,,3,2,1,'Marianopolis Pride,1,"'Marianopolis Pride, potentially ultimate team and running team",1,"'Learning new languages, listening to music(mostly hip-hop)",1,,
99,"August 10th, 2023 15:30:37","August 10th, 2023 15:32:18",0:01:41,200.B2 Pure & Applied Science,M,0,1,0,,'College Prep International,1,0,0,,1,0,0,,1,2,2,,2,,2,,1,,
100,"August 10th, 2023 15:35:22","August 10th, 2023 15:37:40",0:02:18,200.B1 Health Science,F,1,0,0,,'College Sainte-Anne de Lachine,1,1,0,,1,1,0,,2,2,1,'Volunteering at Montreal Chinese Hospital and volleyball team,1,'Volleyball team,2,,1,,
101,"August 10th, 2023 15:36:38","August 10th, 2023 15:44:44",0:08:06,300.HS Honours Social Science,F,1,0,0,,'Villa Maria,1,1,1,'Polish,1,1,1,'Polish,1,1,2,,1,'Trivia Club,2,,2,,
102,"August 10th, 2023 15:40:54","August 10th, 2023 15:46:13",0:05:19,200.HH Honours Health Science,M,0,1,0,,'North Star Academy Laval,1,1,1,'arabic,1,0,1,'arabic,2,2,1,"'Middle East Student Association, Silver Key",1,"'Middle East Student Association, Silver Key",1,'I also work at a nursing home on weekends,2,,
103,"August 10th, 2023 16:36:56","August 10th, 2023 16:42:28",0:05:32,200.B1 Health Science,F,1,0,0,,'Royal West Academy,1,1,0,,1,0,0,,1,1,1,'Internship at hospital in the hospital pharmacie,1,"'Med-life, Fashion Club",1,"'Fashion, art, reading, music, pilates and working out, yoga",1,,
104,"August 10th, 2023 16:41:18","August 10th, 2023 16:44:32",0:03:14,200.B1 Health Science,F,1,0,0,,'Pensionnat-du-Saint-Nom de Marie,1,1,0,,1,0,0,,1,2,1,'Volunteering at Montreal general hospital and Big brothers and sisters Montreal (mentoring program),1,'Unsure (possibly cross country and clubs),1,"'Sports (running, hiking working out), cooking, music",2,,
105,"August 10th, 2023 17:46:44","August 10th, 2023 17:48:56",0:02:12,200.B1 Health Science,F,1,0,0,,'Halifax Grammar School,1,0,0,,1,0,0,,3,2,1,"'Volleyball, work for Wayne, News Blitz Art Director, ESC",1,'All of the activites mentioned above,1,"'I do freestyle skiing, fencing and horseback riding too!",2,,
106,"August 10th, 2023 17:48:13","August 10th, 2023 17:51:01",0:02:48,"300.AL Social Sc. - Law, Society & Justice",F,1,0,0,,'École internationale de Montréal,1,1,0,,1,1,0,,1,2,1,"'Model UN, News Blitz, volunteering",1,"'Model UN, News Blitz, volunteering",2,,1,,
107,"August 10th, 2023 18:04:33","August 10th, 2023 18:05:37",0:01:04,200.HP Honours Pure & Applied Science,F,1,0,0,,'Jean de la Mennais,1,1,1,'mandarin,1,1,0,,1,2,1,'volunteering,1,'volunteering,2,,2,,
108,"August 10th, 2023 18:21:57","August 10th, 2023 18:25:33",0:03:36,"300.AL Social Sc. - Law, Society & Justice",F,1,0,0,,'Villa Maria,1,0,0,,1,0,0,,1,1,1,'MBSU (Black Student Union),1,'MBSU,1,"'Art, Music, Reading",2,,
109,"August 10th, 2023 18:58:19","August 10th, 2023 19:00:25",0:02:06,200.B1 Health Science,F,1,0,0,,'Philemon Wright High School,1,1,0,,1,0,0,,1,1,1,'Clubs,1,'Clubs,2,,2,,
110,"August 10th, 2023 20:29:17","August 10th, 2023 20:33:40",0:04:23,200.HP Honours Pure & Applied Science,M,0,1,0,,'Jean de la Mennais,1,1,1,'Spanish,1,0,1,'Spanish,2,2,2,,2,,2,,2,,
111,"August 10th, 2023 20:35:10","August 10th, 2023 20:37:15",0:02:05,200.B1 Health Science,F,1,0,0,,'Ms.Edgar and Ms.Cramp’s School,1,1,0,,1,0,0,,1,2,1,"'Pre med club, first aid club",1,'The same as above,2,,2,,
112,"August 10th, 2023 21:10:14","August 10th, 2023 21:12:28",0:02:14,300.PS Social Sc. - Psychology,F,1,0,0,,'Collège Letendre,1,1,1,"'greek, italian",1,0,0,,2,1,2,,2,,1,"'animals, music, skiing",2,,
113,"August 10th, 2023 21:27:19","August 10th, 2023 21:29:47",0:02:28,200.B2 Pure & Applied Science,M,0,1,0,,'North Star Academy,1,0,1,'Arabic,1,0,1,'Arabic,1,2,1,'Middle Eastern Student Association,1,'Middle Eastern Student Association,1,'Coding and music,2,,
114,"August 10th, 2023 22:26:02","August 10th, 2023 22:27:37",0:01:35,200.B1 Health Science,F,1,0,0,,'Collège Saint-Louis,1,1,1,'mandarin,1,1,1,'mandarin,1,1,2,,2,,2,,2,,
115,"August 11th, 2023 01:55:38","August 11th, 2023 01:58:40",0:03:02,200.HH Honours Health Science,F,1,0,0,,'Brebeuf,1,1,1,'Mandarin,1,1,1,'Mandarin,2,2,1,"'Greg matters, the first beat, fencing, volunteeer at Neuro",1,"'Greg matters, the first beat, fencing, volunteeer at Neuro",2,,2,,
116,"August 11th, 2023 05:30:57","August 11th, 2023 05:36:14",0:05:17,200.HH Honours Health Science,F,1,0,0,,'Pensionnat du Saint-Nom-de-Marie,1,1,1,'Arabic,1,0,0,,2,2,1,'Marianopolis First Aid Club,1,'Maybe flag football,1,"'Reading, exercising, written research, music",2,,
117,"August 11th, 2023 08:05:24","August 11th, 2023 08:08:45",0:03:21,700.A0 Arts and Sciences,F,1,0,0,,'International school of Montreal,1,1,1,'Mandarin,1,1,1,'Mandarin,2,2,2,,1,'Clubs,1,"'Drawing, music, ping pong",1,,
118,"August 11th, 2023 08:35:44","August 11th, 2023 08:37:37",0:01:53,300.PS Social Sc. - Psychology,M,0,1,0,,'College Stanislas,1,1,1,'Spanish,1,0,0,,1,2,1,'Tennis,2,,2,,2,,
119,"August 11th, 2023 09:34:22","August 11th, 2023 09:36:26",0:02:04,200.HH Honours Health Science,M,0,1,0,,'College Jean-de-Brebeuf,1,1,1,"'Romanian, Spanish (intermediate)",1,1,1,'Romanian,1,2,1,"'hospital volunteering, toastmasters",2,,1,'chess,2,,
120,"August 11th, 2023 10:24:19","August 11th, 2023 10:30:18",0:05:59,200.B2 Pure & Applied Science,F,1,0,0,,'Miss Edgar’s and Miss Cramp’s,1,1,0,,1,0,0,,1,1,1,'Ultimate Frisbee,2,,1,'Figure Skating,2,,
121,"August 11th, 2023 10:45:07","August 11th, 2023 10:49:54",0:04:47,400.AB Social Sc. - Commerce,M,0,1,0,,'College Durocher Saint-Lambert,1,1,0,,1,0,0,,2,2,1,'Marianopolis Climbing Club,1,"'Marianopolis Climbing Club, Business Case Studies",1,'Sports notably rock climbing and reading manga,2,,
122,"August 11th, 2023 10:52:50","August 11th, 2023 10:54:37",0:01:47,200.B2 Pure & Applied Science,M,0,1,0,,'Durocher,1,1,1,'Chinese,1,1,0,,1,2,1,'Hallyu,1,'Hallyu,2,,1,,
123,"August 11th, 2023 11:05:11","August 11th, 2023 11:08:26",0:03:15,"300.AL Social Sc. - Law, Society & Justice",F,1,0,0,,'Sacred heart school of Montreal,1,1,0,,1,0,0,,1,2,1,'Model United Nations,1,"'Model United Nations, law society and justice honours certificate",1,"'Basketball, photography, reading, learning Greek",2,,
124,"August 11th, 2023 11:36:24","August 11th, 2023 11:40:14",0:03:50,200.HH Honours Health Science,F,1,0,0,,'Collège Jean-Eudes,1,1,0,,1,1,0,,1,2,1,"'2 clubs, 2 volunteering jobs",1,'Same,2,,2,,
125,"August 11th, 2023 12:25:40","August 11th, 2023 12:26:45",0:01:05,400.AB Social Sc. - Commerce,F,1,0,0,,'Collège Saint Sacrement,1,1,1,'Mandarin,1,1,0,,2,2,2,,2,,2,,2,,
126,"August 11th, 2023 13:59:03","August 11th, 2023 14:02:56",0:03:53,200.B1 Health Science,F,1,0,0,,'Bialik,1,0,0,,1,0,0,,3,1,1,'Clinics pre med club,1,'Pre med club,1,"'I love cooking and baking,gymnastics",2,,
127,"August 11th, 2023 16:57:09","August 11th, 2023 17:00:26",0:03:17,200.HH Honours Health Science,F,1,0,0,,'College Sainte- Anne,1,1,1,'Romanian,1,1,0,,1,2,1,"'Clubs: Swab the World, Volunteering: Hope and Cope",1,'Clubs: Swab the World,2,,2,,
128,"August 11th, 2023 19:03:54","August 11th, 2023 19:09:31",0:05:37,200.B1 Health Science,F,1,0,0,,'Collège Jean de la Mennais,1,1,1,'Mandarin,1,1,1,'Mandarin,2,2,1,"'Orchestra, dragon boating, hallyu (dance), Volunteering at MUHC",1,"'DOD, hallyu, silver key, Global Brigades",1,"'Music, dragon boating, dance, skating, movie watching",1,,
129,"August 12th, 2023 00:47:01","August 12th, 2023 00:50:07",0:03:06,200.HP Honours Pure & Applied Science,F,1,0,0,,'École internationale de Montréal,1,1,1,"'Romanian, Spanish",1,1,0,,3,1,1,'Marianopolis Research Team (club),1,'Marianopolis Research Team,2,,2,,
130,"August 12th, 2023 01:37:08","August 12th, 2023 01:40:01",0:02:53,400.AB Social Sc. - Commerce,F,1,0,0,,'College Reine-Marie,1,1,0,,1,0,0,,2,1,1,"'Hillel, Flag Football",1,"'Hillel, Flag football",1,'Used to be a diver and now a coach,2,,
131,"August 12th, 2023 08:25:31","August 12th, 2023 08:27:23",0:01:52,"300.AL Social Sc. - Law, Society & Justice",F,1,0,0,,'heritage regional high school,1,1,0,,1,1,0,,2,2,2,,1,'pre-law,2,,2,,
132,"August 13th, 2023 15:09:29","August 13th, 2023 15:11:25",0:01:56,200.B1 Health Science,F,1,0,0,,'Brebeuf,1,1,1,'Mandarin,1,1,1,'Mandarin,1,1,1,"'WiSE, badminton",1,"'WiSE, first aid room",1,'Drawing,2,,
133,"August 13th, 2023 19:42:33","August 13th, 2023 19:44:39",0:02:06,400.HC Honours Commerce,F,1,0,0,,'College Durocher Saint Lambert,1,1,1,'Mandarin,1,0,0,,1,2,1,'Volunteering,1,'Clubs or certificates,1,'Art,2,,
134,"August 13th, 2023 20:29:43","August 13th, 2023 20:34:58",0:05:15,200.HH Honours Health Science,F,1,0,0,,'Collège Sainte-Anne de Lachine,1,1,1,'Mandarin,1,0,0,,1,2,1,"'Montreal chinese hospital, hallyu photographer/videographer, mcsa",1,"'msu (yearbook committee), volunteering at mch, hallyu photographer",1,"'art/design, photography",2,,
135,"August 13th, 2023 20:42:56","August 13th, 2023 20:45:43",0:02:47,200.HH Honours Health Science,F,1,0,0,,'Pensionnat du Saint-Nom-de-Marie,1,1,1,"'Spanish, Arabic",1,1,0,,2,2,1,"'Model UN, MFAT",1,"'Model UN, MFAT",1,"'Fitness, reading, travelling",2,,
136,"August 13th, 2023 23:32:28","August 13th, 2023 23:35:18",0:02:50,200.B1 Health Science,F,1,0,0,,'Collège Jean-de-Brébeuf,1,1,1,'Mandarin,1,1,1,'Mandarin,1,1,1,'A music club,1,'The music club and a study club,2,,2,,
Drop a spreadsheet file here to see sheet data
